rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03430		2.3.1.16	forward	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA;CoA;FAD;H2O;NAD+	C16169;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		4.2.1.17	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		1.1.1.35	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		1.1.1.211	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		1.3.8.7	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		1.3.8.8	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		1.3.8.9	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03431		2.3.1.16	forward	(11Z,14Z,17Z)-eicosatrienoyl-CoA;CoA;FAD;H2O;NAD+	C16179;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03432		4.2.1.17	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072506	Q99714
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000072778	P49748
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000084754	P40939
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000115361	P28330
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000117054	P11310
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000127884	P30084
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138029	P55084
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000138796	Q16836
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000167315	P42765
MAR03432		1.1.1.35	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000177646	Q9H845
MAR03432		1.1.1.211	forward	13,16,19-docosatrienoyl-CoA;CoA;FAD;H2O;NAD+	;C00010;C00016;C00001;C00003	acetyl-CoA;FADH2;H+;NADH	C00024;C01352;C00080;C00004	ENSG00000060971	P09110
