rxn	KEGG_rxn_id	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes_model	uniprot_model	kcat	matching_score	catalytic_enzyme	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent
r_2634		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2634		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2635		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2635		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-16:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2636		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2636		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2637		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2637		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2638		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2638		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2639		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2639		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2640		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2640		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2641		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2641		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2642		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2642		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2643		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2643		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-18:0, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2644		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2644		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2645		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2645		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2646		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2646		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2647		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2647		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2648		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2648		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2649		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2649		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2650		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2650		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2651		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2651		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-18:1, 4-16:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2652		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2652		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2653		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2653		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2654		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2654		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2655		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2655		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2656		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2656		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2657		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2657		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2658		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2658		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2659		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2659		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-16:0, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2660		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2660		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2661		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2661		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2662		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2662		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2663		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2663		2.3.1.23	reverse	cardiolipin (1-16:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2664		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2664		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2665		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2665		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-16:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2666		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2666		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:0)	;	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:0, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2667		2.3.1.23	forward	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2667		2.3.1.23	reverse	cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1);1-acylglycerophosphocholine (18:1)	;C03916	monolysocardiolipin (2-16:1, 3-16:1, 4-18:1);phosphatidylcholine (1-18:1, 2-18:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2668		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2668		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:0)	;C04102	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:0, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2669		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2669		2.3.1.23	reverse	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (16:1)	;	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-16:1, 2-16:1)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
r_2670		2.3.1.23	forward	monolysocardiolipin (2-18:1, 3-16:0, 4-16:1);phosphatidylcholine (1-18:0, 2-16:1)	;	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1);1-acylglycerophosphocholine (18:0)	;	YPR140W	Q06510	0.00314	10	Q06510	docosahexanoyl-CoA	Mus musculus	Q6NVG1				brenda	21.48
